OBJECTID,StopCountAug19,StopCountSep20,TARGET_FID_12,GEOID_D,Ar_SqKm,TotalPp,TtlMale,TtlFeml,PropMal,PropFml,Ag17ndr,Ag18_54,Ag55_64,Age65Up,PrpA17U,PrpA65U,TtlPOC,PropPOC,TtlHH,TtlHHNC,PrpHHNC,TtlP_5U,Md_HHnc,Ttl_Und,Ttl_DNW,Prp_UnE,Prp_DNW,Ttl_OcU,Ttl_RnU,Prp_Rnt,Avg_HH_,FreqSep20,FreqAug19,FreqPandemic,StopCountPandemic,Shape_Length,Shape_Area,FreqSep20Daily,FreqAug19Daily,FreqPandemicDaily
348,19,19,348,14000US08013013307,1.964523792,3884,1767,2117,0.454943357,0.545056643,717,1727,658,782,0.184603502,0.201338826,596,0.153450051,1593,100,0.062774639,3706,58504,909,1155,0.279348494,0.354947757,1593,726,0.455743879,2.38,382,844,804,19,5658.725623,1964523.805,382,844,804
349,7,7,349,14000US08013013308,1.962400794,3487,1566,1921,0.449096645,0.550903355,701,1411,554,821,0.201032406,0.235445942,211,0.060510467,1704,224,0.131455399,3341,44470,646,1083,0.225401256,0.377878576,1704,711,0.417253521,1.97,204,848,620,7,5665.203253,1962400.753,204,848,620
350,27,27,350,14000US08013013401,3.307112932,3481,1798,1683,0.516518242,0.483481758,944,1802,345,390,0.271186441,0.112036771,544,0.156276932,1475,167,0.113220339,3043,40457,836,644,0.321167883,0.247406838,1475,1010,0.684745763,2.33,1021,2640,2347,27,9102.584432,3307112.898,1021,2640,2347
351,6,3,351,14000US08013013208,3.260083675,6085,2772,3313,0.455546426,0.544453574,1261,2216,883,1725,0.207230896,0.283483977,451,0.07411668,2570,326,0.126848249,5871,72383,1275,1932,0.254796163,0.386091127,2570,870,0.338521401,2.34,66,180,156,6,7263.936087,3260083.727,66,180,156
352,43,41,352,14000US08013013210,5.809707642,5184,2804,2380,0.540895062,0.459104938,1175,2774,615,620,0.226658951,0.119598765,746,0.143904321,1801,39,0.021654636,4845,63781,811,1352,0.195186522,0.325391095,1801,616,0.342032204,2.87,1473,4322,3615,43,10579.96064,5809707.703,1473,4322,3615
353,27,27,353,14000US08013013211,54.74145126,6148,2816,3332,0.458035133,0.541964867,1777,2568,1068,735,0.289037085,0.119551074,348,0.056603774,2218,103,0.046438233,5784,118603,1180,868,0.260255845,0.191442435,2218,526,0.237150586,2.77,844,2684,2238,27,31914.81956,54741452.54,844,2684,2238
354,14,14,354,14000US08013013402,5.665612221,8439,3651,4788,0.432634198,0.567365802,2331,4350,841,917,0.276217561,0.108662164,1312,0.155468657,3101,55,0.017736214,7839,70420,1753,1561,0.274635751,0.244555851,3101,1141,0.367945824,2.72,286,650,611,14,10350.49971,5665612.2,286,650,611
355,9,4,355,14000US08013013701,253.6685638,6235,3556,2679,0.570328789,0.429671211,901,2854,1058,1422,0.144506816,0.228067362,633,0.101523657,2644,67,0.025340393,6003,105313,1597,1861,0.295685984,0.344565821,2644,473,0.178895613,2.28,707,1520,1618,9,117937.6487,253668570.8,707,1520,1618
356,13,13,356,14000US08013012103,2.306502104,3871,1820,2051,0.470162749,0.529837251,702,1951,607,611,0.181348489,0.157840351,388,0.100232498,1627,55,0.033804548,3744,92862,879,973,0.271380056,0.300401358,1627,469,0.288260602,2.36,638,1754,1515,13,6124.002594,2306502.101,638,1754,1515
357,26,26,357,14000US08013013702,342.2372437,6061,3089,2972,0.509651873,0.490348127,928,3157,1183,793,0.153110048,0.130836496,293,0.048341858,2758,93,0.033720087,5937,91648,1898,1063,0.36353189,0.203600843,2758,726,0.263234228,2.19,779,1663,1588,26,121744.8159,342237234.9,779,1663,1588
358,43,43,358,14000US08013012710,20.3397541,3609,1815,1794,0.502909393,0.497090607,651,1433,683,842,0.180382377,0.233305625,375,0.103906899,1541,53,0.034393251,3435,118309,947,984,0.306274256,0.318240621,1541,256,0.166125892,2.34,3192,7809,6691,43,21541.52199,20339753.8,3192,7809,6691
359,41,25,359,14000US08013012707,34.71983337,2506,1501,1005,0.59896249,0.40103751,527,1382,305,292,0.210295291,0.116520351,315,0.125698324,637,20,0.031397174,2408,93438,765,655,0.372262774,0.318734793,637,46,0.072213501,2.87,1642,5112,4198,41,27653.05003,34719835.26,1642,5112,4198
360,14,10,360,14000US08013012605,1.232129097,1615,1019,596,0.630959752,0.369040248,107,1408,58,42,0.06625387,0.026006192,383,0.237151703,718,91,0.126740947,1568,37708,764,313,0.504957039,0.206873761,718,569,0.792479109,2.21,914,2683,2258,14,4579.02132,1232129.068,914,2683,2258
361,11,8,361,14000US08013012201,5.299104691,3832,2054,1778,0.536012526,0.463987474,263,2648,344,577,0.068632568,0.150574113,315,0.082202505,1722,127,0.073751452,3731,60357,1752,704,0.490893808,0.197254133,1722,1071,0.62195122,2.23,232,790,627,11,16965.87643,5299104.89,232,790,627
362,1,1,362,14000US08013013201,62.40245819,1701,785,916,0.461493239,0.538506761,307,663,342,389,0.180482069,0.228689006,75,0.044091711,622,0,0,1657,94444,437,423,0.305167598,0.295391061,622,76,0.122186495,2.66,154,400,354,1,33870.93437,62402456.33,154,400,354
363,22,0,363,14000US08013013601,140.0302734,3935,1951,1984,0.495806861,0.504193139,859,1680,751,645,0.218297332,0.163913596,310,0.078780178,1585,11,0.006940063,3766,96821,769,1040,0.242204724,0.327559055,1585,340,0.214511041,2.48,,208,104,22,69393.11039,140030272.2,,208,104
364,26,26,364,14000US08013012800,40.72948837,12279,6261,6018,0.509894943,0.490105057,3562,5923,1520,1274,0.290088769,0.103754377,920,0.074924668,4052,43,0.010612043,11251,134028,2264,2042,0.246972837,0.222755536,4052,325,0.080207305,3.03,1032,2490,2350,26,25789.37732,40729489.01,1032,2490,2350
365,1,1,365,14000US08013060700,10.03114891,3067,1506,1561,0.491033583,0.508966417,621,1377,549,520,0.202477992,0.169546788,275,0.089664167,1286,31,0.024105754,2914,105896,695,716,0.274595022,0.282892137,1286,311,0.241835148,2.38,43,106,98,1,15909.23205,10031149.18,43,106,98
366,0,0,366,14000US08013013602,498.1401978,779,399,380,0.512195122,0.487804878,86,272,164,257,0.110397946,0.329910141,17,0.02182285,390,6,0.015384615,758,87955,198,239,0.285714286,0.344877345,390,65,0.166666667,1.97,,,,0,122107.3706,498140194.8,,,
367,19,17,367,14000US08013013306,1.986154437,4926,2466,2460,0.500609013,0.499390987,1320,2439,427,740,0.267965895,0.150223305,729,0.147990256,1716,139,0.081002331,4693,54011,1217,948,0.325923942,0.253883235,1716,845,0.492424242,2.76,434,1666,1233,19,5734.82945,1986154.45,434,1666,1233
368,10,10,368,14000US08014031200,6.087096691,4434,2220,2214,0.50067659,0.49932341,709,2726,630,369,0.159900767,0.083220568,557,0.125620207,2209,37,0.01674966,4206,72455,1056,749,0.277675519,0.196949776,2209,1290,0.583974649,2.01,619,1698,1387,10,18764.26015,6087096.926,619,1698,1387
369,13,13,369,14000US08031004801,1.4003613,3471,1801,1670,0.518870642,0.481129358,949,1550,408,564,0.27340824,0.162489196,837,0.241140882,1125,91,0.080888889,3251,71875,692,908,0.260052612,0.341225103,1125,133,0.118222222,3.09,978,2508,2250,13,5187.704214,1400361.358,978,2508,2250
370,20,19,370,14000US08031001902,1.670109749,818,401,417,0.490220049,0.509779951,0,778,32,8,0,0.009779951,72,0.08801956,40,0,0,818,125625,385,368,0.470660147,0.449877751,40,8,0.2,1.75,7239,15388,14706,19,5395.407076,1670109.788,7239,15388,14706
371,23,22,371,14000US08031005001,1.54084301,2655,1234,1421,0.464783427,0.535216573,433,1362,382,478,0.163088512,0.180037665,578,0.217702448,1095,52,0.047488584,2562,68694,650,738,0.2837189,0.322130074,1095,289,0.263926941,2.28,1863,4437,4041,23,5797.629598,1540842.99,1863,4437,4041
372,23,5,372,14000US08035014133,4.108319759,6341,3230,3111,0.509383378,0.490616622,1738,3194,963,446,0.27408926,0.070335909,399,0.062923829,2132,17,0.007973734,6065,136176,1492,1036,0.304489796,0.211428571,2132,249,0.116791745,2.97,215,1068,749,23,9351.262818,4108319.531,215,1068,749
373,0,0,373,14000US08123002008,3.856508732,5468,2658,2810,0.486100951,0.513899049,1664,2667,628,509,0.30431602,0.093087052,533,0.097476225,1974,22,0.011144883,5101,120156,881,940,0.225146946,0.240224891,1974,323,0.163627153,2.75,,,,0,8084.339592,3856508.631,,,
374,0,0,374,14000US08123002016,15.33407021,3242,1578,1664,0.486736582,0.513263418,718,1518,550,456,0.221468229,0.140653917,400,0.123380629,1139,0,0,3079,67422,482,736,0.18595679,0.283950617,1139,243,0.21334504,2.85,,,,0,16205.29262,15334070.18,,,
375,0,0,375,14000US08123002020,5.087695122,5683,2812,2871,0.49480908,0.50519092,1945,2928,425,385,0.342248812,0.067745909,533,0.093788492,1678,31,0.018474374,5169,110607,903,711,0.229946524,0.18105424,1678,130,0.077473182,3.39,,,,0,9682.266577,5087695.357,,,
376,0,0,376,14000US08123002021,18.20951462,690,385,305,0.557971014,0.442028986,153,263,122,152,0.22173913,0.220289855,67,0.097101449,258,0,0,643,90000,108,218,0.197802198,0.399267399,258,24,0.093023256,2.67,,,,0,19220.05587,18209514.52,,,
377,0,0,377,14000US08123001905,7.033060074,4846,2652,2194,0.547255468,0.452744532,1471,2487,435,453,0.303549319,0.093479158,564,0.116384647,1461,54,0.036960986,4378,63504,872,940,0.250215208,0.269727403,1461,377,0.258042437,3.32,,,,0,12702.28082,7033059.968,,,
378,0,0,378,14000US08123002011,3.862197638,1380,761,619,0.551449275,0.448550725,499,664,120,97,0.361594203,0.070289855,140,0.101449275,419,24,0.057279236,1263,113661,155,213,0.172991071,0.237723214,419,18,0.042959427,3.29,,,,0,8077.444981,3862197.555,,,
379,0,0,379,14000US08123002015,6.466261387,1248,655,593,0.524839744,0.475160256,364,715,93,76,0.291666667,0.060897436,161,0.12900641,410,8,0.019512195,1069,96250,181,145,0.200442968,0.160575858,410,44,0.107317073,3.04,,,,0,10945.51235,6466261.177,,,
380,0,0,380,14000US08123002017,6.352645397,626,324,302,0.517571885,0.482428115,154,295,98,79,0.24600639,0.126198083,0,0,217,0,0,603,145938,100,133,0.202839757,0.269776876,217,8,0.036866359,2.88,,,,0,11237.85549,6352645.259,,,
381,0,0,381,14000US08123001908,76.95503235,2872,1409,1463,0.490598886,0.509401114,820,1486,236,330,0.28551532,0.114902507,423,0.147284123,1042,13,0.012476008,2792,59643,437,697,0.197113216,0.314388814,1042,350,0.335892514,2.75,,,,0,39420.01379,76955033.03,,,
382,0,0,382,14000US08123002012,8.097477913,1291,681,610,0.527498064,0.472501936,356,639,189,107,0.275755229,0.082881487,233,0.180480248,410,0,0,1223,120083,229,187,0.235839341,0.192584964,410,6,0.014634146,3.15,,,,0,13089.48302,8097478.037,,,
383,9,7,383,14000US08001008533,3.386865139,8186,4100,4086,0.500855118,0.499144882,2267,4757,473,689,0.276936233,0.084168092,1448,0.176887369,2957,131,0.044301657,7646,73633,1111,1271,0.180269349,0.206230732,2957,1563,0.52857626,2.74,424,848,812,9,7422.094915,3386865.153,424,848,812
384,4,4,384,14000US08001008534,2.367516756,5058,2523,2535,0.49881376,0.50118624,1592,2788,383,295,0.314748913,0.058323448,452,0.089363385,1353,43,0.031781227,4683,95572,1080,611,0.295647413,0.167259786,1353,116,0.085735403,3.74,152,576,572,4,6750.564128,2367516.781,152,576,572
385,2,1,385,14000US08001008603,1.928711534,1999,898,1101,0.449224612,0.550775388,585,1061,195,158,0.292646323,0.07903952,180,0.090045023,770,50,0.064935065,1828,37688,313,579,0.202720207,0.375,770,487,0.632467532,2.6,30,100,90,2,6903.963863,1928711.553,30,100,90
386,3,3,386,14000US08001008604,2.18006587,5304,3160,2144,0.595776772,0.404223228,964,3515,459,366,0.181749623,0.069004525,782,0.147435897,1144,9,0.007867133,5115,66719,1299,1506,0.285306391,0.33077092,1144,346,0.302447552,3.35,90,150,135,3,6683.969423,2180065.906,90,150,135
387,4,4,387,14000US08001008605,1.980972409,4194,2296,1898,0.547448736,0.452551264,958,2054,520,662,0.228421555,0.15784454,221,0.052694325,1444,97,0.067174515,3990,66474,653,1151,0.193768546,0.341543027,1444,639,0.442520776,2.9,120,192,168,4,6174.328843,1980972.404,120,192,168
388,28,15,388,14000US08001008606,4.019452572,6454,3249,3205,0.503408739,0.496591261,1536,3437,583,898,0.237991943,0.139138519,1252,0.193988224,2461,252,0.102397399,5834,53246,1187,1614,0.237637638,0.323123123,2461,1449,0.588785047,2.62,703,684,644,28,9502.33497,4019452.726,703,684,644
389,28,25,389,14000US08031008388,8.675691605,9517,4513,5004,0.474204056,0.525795944,2822,5722,583,390,0.296522013,0.0409793,4606,0.483976043,3090,65,0.021035599,8684,62875,1516,1439,0.218759019,0.207647908,3090,1389,0.449514563,3.08,3780,8431,7930,27,12029.27575,8675691.257,3780,8431,7930
390,28,24,390,14000US08001008523,203.171402,8345,4543,3802,0.544397843,0.455602157,1786,4285,1316,958,0.214020371,0.114799281,642,0.076932295,2860,43,0.015034965,7895,100328,1652,1528,0.244161986,0.225835058,2860,501,0.175174825,2.92,787,1084,1056,28,88981.12996,203171407.7,787,1084,1056
391,16,3,391,14000US08001009309,1.260768652,3989,1874,2115,0.469791928,0.530208072,880,2000,530,579,0.220606668,0.14514916,792,0.198546002,1620,189,0.116666667,3819,50792,660,911,0.207677785,0.286658276,1620,729,0.45,2.46,180,728,534,12,4806.061149,1260768.681,180,728,534
392,6,6,392,14000US08001008537,12.06206799,6842,3410,3432,0.498392283,0.501607717,2164,3551,652,475,0.316281789,0.069424145,955,0.13957907,1881,8,0.004253057,6263,90398,979,1253,0.203154181,0.260012451,1881,220,0.116959064,3.64,222,220,220,6,16318.69087,12062067.84,222,220,220
393,23,23,393,14000US08001008705,2.439993382,5547,2763,2784,0.498107085,0.501892915,1586,2729,628,604,0.285920317,0.108887687,724,0.130521002,1451,166,0.114403859,5091,46139,1430,1335,0.347255949,0.324186498,1451,605,0.416953825,3.76,1518,4518,4407,23,6133.291112,2439993.485,1518,4518,4407
394,16,17,394,14000US08001008901,8.492016792,2664,1396,1268,0.524024024,0.475975976,794,1287,296,287,0.298048048,0.107732733,482,0.180930931,730,52,0.071232877,2413,49079,561,779,0.295107838,0.409784324,730,241,0.330136986,3.55,1952,2598,2427,16,15540.75055,8492017.2,1952,2598,2427
395,6,6,395,14000US08001009321,1.308016896,3846,1744,2102,0.453458138,0.546541862,985,2263,308,290,0.256110244,0.075403016,809,0.210348414,1278,27,0.021126761,3657,48772,899,654,0.294850771,0.214496556,1278,599,0.468701095,3.01,328,840,759,6,4823.920711,1308016.922,328,840,759
396,12,12,396,14000US08001007900,1.636914611,5684,2969,2715,0.52234342,0.47765658,1672,3441,351,220,0.294159043,0.038705137,2852,0.501759324,1904,215,0.112920168,5317,41738,1107,946,0.266361886,0.227622714,1904,1245,0.653886555,2.98,2880,6295,5891,12,5646.462773,1636914.557,2880,6295,5891
397,0,0,397,14000US08001008401,501.6846924,4710,2383,2327,0.505944798,0.494055202,1143,2328,702,537,0.242675159,0.114012739,537,0.114012739,1647,47,0.028536733,4442,70871,827,1137,0.223573939,0.307380373,1647,368,0.223436551,2.86,,,,0,102725.9953,501684705.9,,,
398,23,23,398,14000US08001008802,15.17594814,5170,2861,2309,0.553384913,0.446615087,1677,2444,674,375,0.324371373,0.072533849,1124,0.217408124,1172,82,0.06996587,4846,47069,963,1233,0.265143172,0.339482379,1172,352,0.300341297,4.16,1057,3648,3513,23,21402.41257,15175948.47,1057,3648,3513
399,16,16,399,14000US08001008353,112.1519775,7907,3957,3950,0.500442646,0.499557354,2221,4529,742,415,0.28089035,0.05248514,3090,0.390792968,2578,59,0.022885958,7299,68697,1631,1086,0.275832911,0.183663115,2578,546,0.211792087,3.07,1716,4080,3756,16,57068.45722,112151977.1,1716,4080,3756
400,3,3,400,14000US08001009103,5.137658119,4268,2010,2258,0.470946579,0.529053421,1446,2357,179,286,0.338800375,0.067010309,346,0.081068416,1117,41,0.036705461,4002,49044,681,1056,0.222840314,0.345549738,1117,224,0.200537153,3.82,114,408,417,3,13209.31449,5137658.205,114,408,417
401,16,13,401,14000US08001009408,3.863032341,4823,2259,2564,0.468380676,0.531619324,1337,2341,636,509,0.277213353,0.105535973,533,0.110512129,1778,50,0.028121485,4502,102500,959,748,0.265798226,0.207317073,1778,435,0.244656918,2.71,694,2412,1777,16,8006.863989,3863032.382,694,2412,1777
402,22,15,402,14000US08001009606,2.090806484,2627,1278,1349,0.486486486,0.513513514,602,1567,261,197,0.229158736,0.074990483,419,0.159497526,1078,155,0.143784787,2479,44924,623,474,0.297374702,0.226252983,1078,647,0.600185529,2.44,1502,3615,3120,17,6791.066524,2090806.424,1502,3615,3120
403,4,0,403,14000US08001988700,68.60766602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,252,,0,37034.30167,68607668.43,,252,
404,20,20,404,14000US08001008706,1.885272026,5835,2807,3028,0.481062554,0.518937446,1955,2932,542,406,0.335047129,0.06958012,1413,0.242159383,1588,40,0.025188917,5554,52805,1034,1465,0.251949318,0.356968811,1588,675,0.425062972,3.62,1094,3784,3693,20,6979.644793,1885272.062,1094,3784,3693
405,21,21,405,14000US08001008801,3.889988899,5274,2579,2695,0.489002655,0.510997345,1904,2266,609,495,0.361016306,0.093856655,1005,0.190557452,1509,79,0.052352551,4728,44222,975,1227,0.277382646,0.349075391,1509,639,0.423459245,3.47,1089,3518,3395,21,10513.13581,3889988.869,1089,3518,3395
406,19,17,406,14000US08001009001,2.107791424,4535,2325,2210,0.512679162,0.487320838,1169,2353,536,477,0.257772878,0.105181918,1048,0.23109151,1477,173,0.117129316,4193,48993,1017,952,0.293676003,0.274906151,1477,488,0.330399458,3.05,1503,3824,3533,19,7208.239801,2107791.366,1503,3824,3533
407,8,7,407,14000US08001009002,3.078874111,10217,5193,5024,0.50827053,0.49172947,2957,5274,1125,861,0.289419595,0.084271313,2297,0.224821376,3246,68,0.02094886,9115,54667,1985,1555,0.268460914,0.210305653,3246,1329,0.409426987,3.15,777,1244,1170,8,8236.427036,3078874.22,777,1244,1170
408,7,8,408,14000US08001009101,1.855465531,4766,2269,2497,0.476080571,0.523919429,1324,2452,532,458,0.277801091,0.096097356,431,0.090432228,1397,5,0.003579098,4369,64479,925,942,0.263532764,0.268376068,1397,219,0.156764495,3.41,498,1040,1025,7,7135.702951,1855465.588,498,1040,1025
409,4,6,409,14000US08001009104,2.616255522,5966,2966,3000,0.49715052,0.50284948,1947,3184,510,325,0.326349313,0.05447536,821,0.137613141,1883,63,0.033457249,5539,63750,1137,939,0.271166229,0.22394467,1883,547,0.290493893,3.17,430,632,608,4,7693.013575,2616255.466,430,632,608
410,19,19,410,14000US08001009202,1.754296184,4244,2035,2209,0.479500471,0.520499529,1156,2279,498,311,0.272384543,0.073279925,485,0.114278982,1395,79,0.056630824,3895,59250,740,974,0.226161369,0.297677262,1395,454,0.325448029,3.04,990,2914,2907,19,6368.855108,1754296.223,990,2914,2907
411,26,23,411,14000US08001009203,2.734863043,4488,2625,1863,0.584893048,0.415106952,1282,2681,386,139,0.285650624,0.03097148,687,0.153074866,1721,126,0.073213248,4083,41761,761,743,0.22723201,0.221857271,1721,1651,0.959325973,2.55,2523,7126,6824,26,8096.462737,2734862.964,2523,7126,6824
412,7,5,412,14000US08001009204,2.549412012,7518,3796,3722,0.504921522,0.495078478,1884,4375,758,501,0.250598563,0.066640064,2272,0.302208034,2632,40,0.015197568,6799,71204,1276,1216,0.221374046,0.210964608,2632,1129,0.428951368,2.86,240,685,671,7,6455.384264,2549411.941,240,685,671
413,20,18,413,14000US08001009304,3.478499413,5846,2826,3020,0.483407458,0.516592542,1525,2905,664,752,0.260862128,0.128634964,767,0.131200821,2152,47,0.021840149,5257,55152,979,1151,0.218380549,0.256747714,2152,920,0.427509294,2.71,806,2846,2679,20,9389.540798,3478499.306,806,2846,2679
414,15,12,414,14000US08001009306,1.699605942,3561,1873,1688,0.525975849,0.474024151,699,1958,524,380,0.196293176,0.106711598,296,0.083122718,1246,66,0.052969502,3519,60455,547,803,0.186244467,0.27340824,1246,264,0.21187801,2.85,514,1486,1264,15,5470.361744,1699605.977,514,1486,1264
415,0,0,415,14000US08093000200,435.7161865,3937,2083,1854,0.529083058,0.470916942,804,1654,878,601,0.204216408,0.152654305,367,0.093218186,1561,11,0.007046765,3772,73933,711,1006,0.219309068,0.310302283,1561,316,0.202434337,2.51,,,,0,127471.3589,435716177.1,,,
416,19,18,416,14000US08001009307,1.792325735,3944,1942,2002,0.492393509,0.507606491,1013,2094,371,466,0.256845842,0.118154158,593,0.15035497,1209,21,0.017369727,3652,60264,691,938,0.227977565,0.309468822,1209,561,0.464019851,3.26,781,1994,1809,19,8319.174666,1792325.683,781,1994,1809
417,6,6,417,14000US08001009308,1.479350448,4606,2433,2173,0.528224056,0.471775944,1200,2491,373,542,0.260529744,0.117672601,679,0.147416413,1363,68,0.049889949,4454,61488,880,1040,0.242357477,0.286422473,1363,458,0.336023478,3.38,236,625,552,6,4954.338832,1479350.452,236,625,552
418,0,0,418,14000US08093000100,494.8036804,6236,3091,3145,0.495670301,0.504329699,1024,2542,1342,1328,0.164207826,0.212957024,349,0.055965362,2567,75,0.029216985,5830,70270,1098,1776,0.208191126,0.336746303,2567,311,0.121153097,2.43,,,,0,119131.6936,494803678.3,,,
419,19,6,419,14000US08001009310,1.509789586,5652,2996,2656,0.530077849,0.469922151,1570,2883,578,621,0.277777778,0.109872611,840,0.148619958,1921,118,0.06142634,5247,54187,1091,1264,0.252371039,0.292389544,1921,924,0.480999479,2.94,306,993,786,12,5406.693538,1509789.535,306,993,786
420,20,20,420,14000US08001009316,2.254736185,7291,3266,4025,0.447949527,0.552050473,2138,3529,660,964,0.293238239,0.132217803,301,0.041283775,2208,49,0.022192029,6763,46432,1670,1615,0.30435575,0.294332058,2208,516,0.233695652,3.3,1075,2606,2411,20,7223.125496,2254736.267,1075,2606,2411
421,18,15,421,14000US08001009318,1.293787837,6562,3183,3379,0.485065529,0.514934471,2210,3787,202,363,0.336787565,0.0553185,698,0.106370009,2255,115,0.050997783,5729,37952,1519,1014,0.32800691,0.218959188,2255,1277,0.566297118,2.9,859,2193,2044,18,4820.93957,1293787.834,859,2193,2044
422,10,10,422,14000US08001009319,0.680936217,2723,1427,1296,0.524054352,0.475945648,875,1298,343,207,0.321336761,0.076019097,264,0.096951891,903,51,0.056478405,2386,38433,493,583,0.261677282,0.309447983,903,461,0.510520487,3.02,747,1645,1623,10,4154.337882,680936.1876,747,1645,1623
423,10,0,423,14000US08035014005,2.87080431,5116,2551,2565,0.498631744,0.501368256,1737,2589,443,347,0.339523065,0.067826427,424,0.082877248,1790,50,0.027932961,4768,97625,759,882,0.212426532,0.246851385,1790,393,0.219553073,2.86,,246,123,10,7331.575466,2870804.383,,246,123
424,7,2,424,14000US08059011728,1.276488781,2877,1423,1454,0.494612444,0.505387556,597,1161,481,638,0.207507821,0.221758777,499,0.17344456,1129,17,0.015057573,2751,83981,478,836,0.202114165,0.353488372,1129,119,0.105403012,2.55,158,511,419,7,5975.534181,1276488.743,158,511,419
425,12,5,425,14000US08059011729,1.964948177,4391,2096,2295,0.477340014,0.522659986,784,2316,624,667,0.178547028,0.151901617,603,0.137326349,2024,32,0.015810277,4086,58902,813,837,0.223474437,0.230071468,2024,1082,0.53458498,2.17,475,1261,1119,12,5667.316028,1964948.228,475,1261,1119
426,6,0,426,14000US08059011730,1.921292782,3596,1807,1789,0.502502781,0.497497219,673,2116,466,341,0.187152392,0.094827586,646,0.179644049,1635,97,0.059327217,3357,53260,795,605,0.265353805,0.201935915,1635,822,0.502752294,2.2,,222,114,6,5834.277081,1921292.769,,222,114
427,9,0,427,14000US08059011731,14.07102489,4419,2057,2362,0.46548993,0.53451007,890,2515,537,477,0.201403032,0.107942974,543,0.122878479,2081,11,0.00528592,4141,72566,804,734,0.219732167,0.200601257,2081,1152,0.55358001,2.12,,635,321,9,18133.93069,14071024.59,,635,321
428,0,0,428,14000US08123002502,1378.507568,6849,3589,3260,0.524018105,0.475981895,1892,3309,820,828,0.276244707,0.120893561,525,0.076653526,2343,40,0.01707213,6451,72463,941,1774,0.178931356,0.337326488,2343,577,0.246265472,2.91,,,,0,171538.8211,1378507556,,,
429,0,0,429,14000US08123001800,331.681488,4432,2230,2202,0.503158845,0.496841155,1050,2247,563,572,0.236913357,0.129061372,288,0.064981949,1600,98,0.06125,4239,64023,810,1078,0.22985244,0.305902384,1600,361,0.225625,2.77,,,,0,90582.79625,331681500.9,,,
430,18,18,430,14000US08031000201,2.08291316,3850,2005,1845,0.520779221,0.479220779,670,2006,638,536,0.174025974,0.139220779,362,0.094025974,1618,239,0.147713226,3686,55541,620,1153,0.188278166,0.350136654,1618,550,0.339925834,2.31,1386,3097,2937,18,7241.910407,2082913.201,1386,3097,2937
431,13,13,431,14000US08031003003,1.086918235,3321,1728,1593,0.520325203,0.479674797,264,2694,232,131,0.079494128,0.03944595,458,0.137910268,1095,151,0.137899543,3243,57981,1405,691,0.454987047,0.22376943,1095,541,0.494063927,2.01,1883,4472,4043,13,4514.092341,1086918.208,1883,4472,4043
432,14,14,432,14000US08031004201,1.902983069,4809,2303,2506,0.478893741,0.521106259,1200,2220,691,698,0.249532127,0.145144521,646,0.134331462,1973,105,0.053218449,4409,107662,961,828,0.261425462,0.225244831,1973,408,0.206791688,2.43,3096,7143,6537,14,5557.946332,1902983.112,3096,7143,6537
433,30,30,433,14000US08031000402,1.653914213,5193,2531,2662,0.487386867,0.512613133,437,3874,266,616,0.084151743,0.118621221,552,0.106296938,2984,299,0.100201072,5074,87667,1150,720,0.240183793,0.15037594,2984,1693,0.567359249,1.72,2324,5712,5180,30,5317.324653,1653914.239,2324,5712,5180
434,7,7,434,14000US08031007006,1.82312429,5300,2821,2479,0.532264151,0.467735849,1066,3820,341,73,0.201132075,0.013773585,2302,0.434339623,2482,284,0.114423852,4815,42133,1149,785,0.264137931,0.18045977,2482,2482,1,2.14,779,1990,1667,7,7462.519518,1823124.32,779,1990,1667
435,21,21,435,14000US08031012010,5.638068199,5282,2471,2811,0.467815222,0.532184778,891,2525,828,1038,0.168686104,0.196516471,926,0.175312382,2533,18,0.007106198,4976,70273,1122,1198,0.250223015,0.267172168,2533,888,0.350572444,2.09,1409,3082,2954,21,19218.84265,5638068.148,1409,3082,2954
436,17,17,436,14000US08031000303,1.462332487,4441,2135,2306,0.480747579,0.519252421,709,2589,587,556,0.159648728,0.125197028,231,0.052015312,2160,120,0.055555556,4122,92133,960,967,0.253968254,0.255820106,2160,724,0.335185185,2.01,1406,3210,3025,17,4827.773138,1462332.45,1406,3210,3025
437,10,10,437,14000US08031002703,0.521952748,5129,2721,2408,0.530512771,0.469487229,219,4481,235,194,0.042698382,0.037824137,886,0.172743225,3456,649,0.187789352,5096,46076,1428,568,0.288135593,0.114608555,3456,2839,0.821469907,1.47,1689,3828,3473,10,2954.775966,521952.7563,1689,3828,3473
438,22,22,438,14000US08059011803,1.926925898,5371,2723,2648,0.50698194,0.49301806,1056,3146,627,542,0.196611432,0.100912307,552,0.102774158,2024,26,0.01284585,5158,61653,953,1295,0.209082931,0.28411584,2024,638,0.315217391,2.65,1698,3662,3552,22,6484.418489,1926925.949,1698,3662,3552
439,19,19,439,14000US08059011804,1.9478091,4389,1922,2467,0.437912964,0.562087036,733,2161,566,929,0.16700843,0.211665527,527,0.12007291,1668,35,0.020983213,4262,69792,786,1413,0.209767814,0.377101681,1668,318,0.190647482,2.63,1421,3111,3000,19,6445.361931,1947809.064,1421,3111,3000
