"","stops.stop_name","stops.stop_id","stops.stop_lat","stops.stop_lon","freq"
"407","W 57th Ave & Estes St",34964,39.800231,-105.096123,20
"408","W Ithaca Ave & S Fox St",35228,39.651859,-104.994903,61
"409","Alameda Station Gate D",26258,39.708096,-104.992459,111
"410","18th St / California Station",34116,39.746934,-104.98974,0
"411","Decatur / Federal Station",33558,39.737129,-105.024452,284
"412","Boulder Junction at Depot Square Station Gate S2",25116,40.023618,-105.2538,89
"413","Wheat Ridge - Ward Station Track 1",34510,39.788077,-105.132658,160
"414","Florida Station",34577,39.690358,-104.82847,432
"415","W 10th Ave & Raleigh St",10073,39.733078,-105.042204,32
"416","17th Ave & Logan St",10307,39.743198,-104.98209,84
"417","W 1st Ave & Meade St",10457,39.718089,-105.035739,50
"418","30th Ave & Scranton St",10818,39.759009,-104.841739,114
"419","W 44th Ave & Depew St",11119,39.776661,-105.05782,155
"420","47th Ave & York St",11261,39.781903,-104.958926,84
"421","6th Ave & Holly St",11554,39.725292,-104.922242,85
"422","S Alton Way & Windsor Gardens Lot 9",12189,39.701283,-104.878669,46
"423","Arapahoe Rd & S Clermont St",12252,39.595134,-104.935318,53
"424","S Broadway & W Exposition Ave",12519,39.704141,-104.987679,211
"425","W Colfax Ave & Eaton St",12873,39.740246,-105.058509,216
"426","W Evans Ave & S Lowell Blvd",13604,39.678651,-105.034698,73
"427","W Evans Ave & S Tennyson St",13635,39.679563,-105.043747,74
"428","Evans Ave & S University Blvd",13639,39.678321,-104.959727,104
"429","S Federal Blvd & W Radcliff Ave",13844,39.636938,-105.025467,49
"430","W Florida Ave & S Fenton St",13885,39.689443,-105.060124,63
"431","70th Ave & Washington St",14471,39.82381,-104.979659,20
"432","Louisiana Ave & S Downing St",15054,39.692919,-104.973113,81
"433","Mississippi Ave & S Steele St",15446,39.696616,-104.949365,81
"434","S Monaco Pkwy & Cedar Ave",15523,39.713633,-104.912662,76
"435","S Monaco Pkwy & S Niagara Way",15562,39.643064,-104.912003,123
"436","Simms St & W Katherine Ave",16594,39.73327,-105.128528,3
"437","Wadsworth Blvd & W 46th Ave",16973,39.780753,-105.08155,97
"438","S Wadsworth Blvd & W Jefferson Ave",17064,39.649321,-105.081603,143
"439","Washington St & 104th Ave",17155,39.88605,-104.977591,111
"440","Washington St & 47th Ave",17169,39.782115,-104.978489,111
"441","York St & 8th Ave",17412,39.728825,-104.960254,40
"442","Broadway & W Colfax Ave",17731,39.740318,-104.987529,423
"443","W 88th Ave & Garrison St",17826,39.856487,-105.101075,26
"444","Tufts Ave & S DTC Blvd",18654,39.63301,-104.894782,214
"445","Canyon Blvd & Pearl St",18718,40.014049,-105.294278,29
"446","Colorado Blvd & Woodglen Blvd",18930,39.907075,-104.940345,38
"447","Arapahoe Ave & 63rd St",19343,40.014763,-105.207476,89
"448","South Boulder Rd & Manhattan Dr",19452,39.986033,-105.227765,74
"449","Smoky Hill Rd & Pheasant Run Pkwy",19824,39.627187,-104.795198,53
"450","Arizona Ave & S Cherry St",20464,39.694824,-104.934405,55
"451","Hwy 119 & 34th St",21023,40.03821,-105.249163,54
"452","W Jefferson Ave & S Wadsworth Blvd",21536,39.649814,-105.08025,68
"453","Baseline Rd & Stearns Ave",22818,40.003368,-105.202665,79
"454","Baseline Rd & Wewoka Dr",22828,40.000174,-105.171002,79
"455","Monaco St & 76th Ave",22967,39.834964,-104.912741,41
"456","8600 Block Brighton Rd",22984,39.852559,-104.915837,41
"457","20th St & Chestnut St",23400,39.757767,-104.998829,128
"458","100th Ave & Steele St",23641,39.877649,-104.949163,38
"459","W Virginia Ave & S Lipan St",24405,39.707616,-105.00036,63
"460","Yarmouth Ave & 15th St",24848,40.058297,-105.278254,42
"461","W Crestline Ave & S Wadsworth Blvd",25000,39.618206,-105.087742,40
"462","Pace St & Red Oak Dr",25161,40.184581,-105.074078,20
"463","Yale Ave & S Sidney Ct",25255,39.667694,-104.899314,91
"464","Yarmouth Ave & 17th St",25787,40.058175,-105.275994,42
"465","16th Ave & Aurora Ct",26213,39.741428,-104.840049,116
"466","S Buckley Rd & Dorado Dr",26370,39.613393,-104.791579,60
"467","Collyer St & 4th Ave",26637,40.165582,-105.098293,20
"468","Northfield Blvd & Trenton St",33022,39.785695,-104.896011,73
"469","Arapahoe Rd & 111th St",33256,40.014623,-105.092745,30
"470","Crown Blvd & 50th Ave",34866,39.786583,-104.829551,126
"471","Arapahoe at Village Center Station",34008,39.600442,-104.888539,408
"472","Southmoor Station Gate E",26304,39.648726,-104.914734,152
"473","Union Station Track 1",34667,39.753269,-105.00108,580
"474","S Federal Blvd & W Warren Ave",23509,39.677566,-105.024891,116
"475","S Ulster St & Tufts Ave (Nb)",20538,39.631127,-104.896298,335
"476","Florida Station",34679,39.689917,-104.828099,0
"477","12th Ave & Gilpin St",10189,39.736106,-104.966278,105
"478","W 1st Ave & Sheridan Blvd",10472,39.71866,-105.053797,49
"479","W 1st Ave & Vrain St",10484,39.718102,-105.045417,50
"480","W 26th Ave & Ingalls St",10651,39.754862,-105.063614,56
"481","W 26th Ave & Kipling St",10660,39.754776,-105.110033,53
"482","3rd Ave & Coffman St",11076,40.164026,-105.104067,20
"483","6th Ave & Corona St",11454,39.725517,-104.97381,85
"484","6th Ave & Glencoe St",11550,39.725672,-104.926313,85
"485","8th Ave & Josephine St",11861,39.729155,-104.959567,85
"486","W Alameda Ave & S Stuart St",12088,39.711145,-105.044146,111
"487","Broadway & W 70th Ave",12461,39.823168,-104.987577,37
"488","W Colfax Ave & Normandy Rd",12942,39.739071,-105.148731,98
"489","Evans Ave & S Jasmine St",13593,39.678391,-104.918475,104
"490","S Federal Blvd & W Chenango Ave",13799,39.62771,-105.025292,50
"491","S Federal Blvd & W Progress Ave",13849,39.621979,-105.027091,49
"492","W Florida Ave & S Osceola St",13924,39.689399,-105.038121,63
"493","Heatherwood Dr & Ashfield Cir",14297,40.060848,-105.176795,78
"494","Huron St & W 114th Ave",14416,39.901062,-104.996831,37
"495","W Jewell Ave & S Estes St",14664,39.682127,-105.095442,74
"496","MLK Blvd & Madison St",15241,39.761687,-104.945626,181
"497","Quebec St & 11th Ave",16113,39.73331,-104.903556,97
"498","Sable Blvd & 4th Ave",16370,39.722269,-104.819264,172
"499","S University Blvd & Alameda Ave",16802,39.710718,-104.959393,40
"500","S University Blvd & Harvard Ave",16845,39.671598,-104.959293,37
"501","Wadsworth Blvd & W 62nd Ave",17080,39.808692,-105.081523,77
"502","Hover St & 17th Ave",17536,40.188193,-105.131024,22
"503","Lawrence St & 16th Street Mall",17752,39.748373,-104.996625,629
"504","Main St & Griffith St",17901,39.983407,-105.13223,74
"505","Hampden Ave & S Winston St",18392,39.653197,-104.807616,108
"506","Yale Ave & S Abilene St",18400,39.66752,-104.828003,106
"507","Sable Blvd & Colfax Ave",18794,39.740931,-104.819327,114
"508","Louisiana Ave & S Grant St",19376,39.692957,-104.983372,81
"509","S Quebec Way & Colorado Ave",19491,39.68443,-104.892163,14
"510","Lehigh St & Tin Cup Cir",19725,39.96656,-105.256052,185
"511","Leetsdale Dr & S Monaco Pkwy",19921,39.702184,-104.912073,128
"512","Bridge St & N 13th Ave",20039,39.986828,-104.805937,30
"513","Kentucky Ave & S Uravan St",20227,39.700683,-104.780477,108
"514","W 112th Ave & Pecos St",20569,39.899601,-105.005747,35
"515","S Quebec Way & S Xenia Way",21387,39.680543,-104.885898,11
"516","W Pine St & Tyler Ave",21653,39.974439,-105.149402,74
"517","W Pine St & Via Appia",21655,39.976581,-105.153681,74
"518","S Reservoir Rd & Rice Dr",22102,39.63668,-104.763395,38
"519","S Monaco Pkwy & Nevada Pl",22331,39.710053,-104.912748,76
"520","S 4th Ave & Voiles St",22731,39.975603,-104.818049,42
"521","S 4th Ave & Voiles St",22738,39.975687,-104.818206,42
"522","Monaco St & 78th Way",22977,39.839566,-104.91258,41
"523","Longs Peak Ave & Francis St",23283,40.170421,-105.116251,22
"524","15th St & Little Raven St",23488,39.754792,-105.007207,148
"525","S Quebec St & Mountain Brush Cir",23848,39.550038,-104.910507,43
"526","120th Ave & Irma Dr",24224,39.914158,-104.968406,45
"527","Highlands Ranch Pkwy & Longfellow Ln",24965,39.547231,-104.984012,43
"528","Rock Creek Pkwy & McCaslin Blvd",25079,39.945329,-105.163083,43
"529","W Hampden Ave & S Broadway",25213,39.653208,-104.988003,36
"530","W 8th Ave & Bryant St",25409,39.729411,-105.01834,32
"531","W 64th Ave & Ward Rd",25520,39.812596,-105.139898,94
"532","21st Ave & Francis St",25646,40.195638,-105.11639,24
"533","Kittredge St & 51st Ave",25815,39.786668,-104.801887,123
"534","W Bowles Ave & W Bowles Dr",25934,39.609492,-105.142197,30
"535","60th Ave & Kearney St",26088,39.805695,-104.918204,73
"536","W 120th Ave & Pecos St",26230,39.914169,-105.006705,45
"537","S Ceylon Way & Eldorado Pl",26398,39.658299,-104.764424,111
"538","47th Ave & Geneva St",33017,39.782598,-104.869157,114
"539","Northfield Blvd & Uinta St",33024,39.785433,-104.893853,73
"540","Northfield Blvd & Verbena St",33025,39.785422,-104.890224,73
"541","120th Ave & Brighton Rd",33033,39.912175,-104.871882,36
"542","Poplar St & 72nd Ave",33049,39.826843,-104.905269,41
"543","Downing St & 29th Ave",34509,39.758611,-104.973286,111
"544","Orleans St & 51st Dr",34813,39.790089,-104.737645,123
"545","106th & Melody Transfer Center Gate C",10028,39.888627,-104.994739,153
"546","Aurora Metro Center Stn Gate B",26331,39.708585,-104.818351,219
"547","19th St & Norwood Ave",10384,40.04396,-105.272662,42
"548","W 32nd Ave & Pierce St",10906,39.762139,-105.072566,40
"549","W 38th Ave & Perry St",11037,39.769367,-105.038775,102
"550","W 44th Ave & Knox Ct",11156,39.776767,-105.031332,59
"551","W 88th Ave & Wadsworth Blvd",11826,39.856296,-105.08086,26
"552","S Alton Way & Windsor Gardens Lot 18",12186,39.704665,-104.883194,46
"553","Arapahoe Rd & S Broadway",12249,39.594952,-104.986864,54
"554","Broadway & Grape Ave",12534,40.033683,-105.281983,206
"555","Colfax Ave & Ivy St",12906,39.740032,-104.920279,240
"556","S Colorado Blvd & Mexico Ave",13134,39.686275,-104.940504,163
"557","Evans Ave & S Holly St",13589,39.678392,-104.922567,104
"558","W Evans Ave & S Quitman St",13625,39.679747,-105.040994,74
"559","S Federal Blvd & W Colorado Ave",13801,39.684737,-105.025145,209
"560","Hampden Ave & S Oneida Way",14167,39.653217,-104.908382,218
"561","Harlan St & W 46th Ave",14204,39.780183,-105.062426,96
"562","S Havana St & Mississippi Ave",14279,39.696128,-104.866167,163
"563","Lamar St & W 11th Ave",14917,39.735346,-105.067336,37
"564","Lamar St & W 66th Ave",14921,39.816727,-105.067248,20
"565","Mansfield Ave & S Telluride Ct",15192,39.642855,-104.783228,38
"566","MLK Blvd & Fairfax St",15230,39.761807,-104.927907,181
"567","Moorhead Ave & 29th St",15613,39.997834,-105.256105,11
"568","Oberon Rd & W 65th Ave",15694,39.816184,-105.102779,26
"569","Peoria St & 46th Ave",15910,39.779078,-104.846882,249
"570","S Sheridan Blvd & W Evans Ave",16554,39.678652,-105.053387,96
"571","Washington St & Sheldon Dr",17203,39.853927,-104.977744,111
"572","Hampden Ave & S Kalispell St",17623,39.652951,-104.802744,111
"573","S Public Rd & W Spaulding St",17875,39.991671,-105.090534,97
"574","N 111th St & Lucerne Dr",17915,40.007753,-105.093237,45
"575","Colorado Blvd & 106th Ave",18871,39.889421,-104.94014,38
"576","Public Rd & South Boulder Rd",19958,39.985395,-105.090665,18
"577","2800 Block Youngfield St",20251,39.757199,-105.142609,50
"578","Hwy 74 & Kerr Gulch Rd",20351,39.693497,-105.338047,2
"579","Knox Ct & W 3rd Ave",20780,39.721583,-105.032561,49
"580","W 92nd Ave & Sheridan Blvd",21013,39.863415,-105.052176,65
"581","Airport Blvd & 6th Ave",21182,39.724177,-104.791313,63
"582","W 112th Ave & Raleigh St",21757,39.899752,-105.038408,69
"583","W 38th Ave & Lipan St",22033,39.769344,-105.002048,106
"584","16th Street Mall & Champa St",22355,39.74652,-104.994151,560
"585","16th Street Mall & Tremont Pl",22364,39.743168,-104.98935,554
"586","Navajo St & W 35th Ave",24458,39.765517,-105.003954,125
"587","Highlands Ranch Pkwy & Longfellow Ln",24951,39.546929,-104.984047,43
"588","Kittredge St & 48th Ave",25504,39.784071,-104.8016,123
"589","Quebec St & 53rd Pl",25774,39.790957,-104.903552,73
"590","W 120th Ave & Zuni St",26231,39.914186,-105.015132,45
"591","US 287 & Hwy 52",33296,40.086627,-105.103036,18
"592","US 287 & Isabelle Rd",33683,40.037329,-105.102805,18
"593","South Boulder Rd & Cottonwood Dr",33853,39.986857,-105.140406,43
"594","3rd Ave & Kimbark St",34215,40.163831,-105.100538,22
"595","W 26th Ave & Federal Blvd",34675,39.754771,-105.02481,50
"596","Holly St & Holly Cir",35299,39.923187,-104.922051,38
"597","Olde Town Arvada Stn Gate F",34539,39.798835,-105.079561,20
"598","60th Ave & Dahlia St",11488,39.805452,-104.928854,523
"599","W 44th Ave & Federal Blvd",11133,39.776697,-105.025712,59
"600","Arvada Ridge Station Gate D",34524,39.792287,-105.111452,39
"601","30th St & Walnut St",10848,40.019505,-105.253785,89
"602","40th Ave & Williams St",11101,39.772835,-104.965366,56
"603","W 50th Ave & Elm Ct",11330,39.787485,-105.023141,74
"604","W Alameda Ave & S Pierce St",12067,39.710999,-105.071668,111
"605","Hover St & Belmont Dr",12386,40.183385,-105.131,22
"606","Broadway & Yarmouth Ave",12618,40.058537,-105.282048,184
"607","California St & 27th St",12654,39.755316,-104.979204,178
"608","Canyon Blvd & 9th St",12669,40.015033,-105.282841,29
"609","Colfax Ave & Xanadu St",13013,39.740081,-104.831107,240
"610","Colorado Blvd & 17th Ave",13054,39.744102,-104.940865,242
"611","Dahlia St & 50th Ave",13217,39.786717,-104.931686,156
"612","Evans Ave & S Grape St",13585,39.678393,-104.924824,104
"613","Evans Ave & S High St",13588,39.678572,-104.9656,98
"614","Federal Blvd & W 80th Ave",13760,39.84141,-105.025018,57
"615","S Havana St & Virginia Ave",14283,39.707682,-104.865819,165
"616","Iris Ave & 16th St",14597,40.036317,-105.276358,22
"617","W Jewell Ave & S Allison St",14656,39.682125,-105.084318,74
"618","Kipling St & W 10th Ave",14791,39.732641,-105.109514,39
"619","Kipling St & W 72nd Ave",14836,39.827898,-105.10958,26
"620","Louisiana Ave & S Yampa Way",15072,39.692987,-104.776117,108
"621","Mansfield Ave & S Truckee Ct",15206,39.642706,-104.779875,38
"622","Mississippi Ave & S Elkhart St",15350,39.696712,-104.815287,106
"623","Pecos St & El Paso Blvd",15848,39.834793,-105.005974,51
"624","S Peoria St & Archer Pl",15918,39.715514,-104.847334,143
"625","S Quebec St & Amherst Ave",16146,39.665663,-104.902952,55
"626","S Sable Blvd & Ellsworth Ave",16380,39.715895,-104.819481,176
"627","Sheridan Blvd & W 20th Ave",16458,39.74577,-105.05339,96
"628","Sheridan Blvd & W 29th Ave",16464,39.758108,-105.053332,96
"629","Tejon St & W 38th Ave",16715,39.769013,-105.011265,58
"630","S University Blvd & Jewell Ave",16854,39.681783,-104.959456,40
"631","Yale Ave & S Monaco Pkwy",17344,39.667696,-104.913584,52
"632","S Yosemite St & Radcliff Ave",17452,39.636851,-104.885015,91
"633","Zuni St & W 28th Ave",17474,39.756878,-105.015753,50
"634","W Bowles Ave & S Kipling St",17577,39.609571,-105.108052,30
"635","Hwy 119 & Milepost 35",18027,40.004497,-105.378685,29
"636","South Boulder Rd & Hayes Dr",18044,39.98699,-105.158281,74
"637","Eppinger Blvd & Gail Ct",18518,39.866083,-104.966975,38
"638","S Chambers Rd & Fraser Way",18768,39.698832,-104.810022,115
"639","Arapahoe Rd & S Spruce St",19109,39.594915,-104.897525,54
"640","US 287 & Lucerne Dr",19971,40.010647,-105.102748,18
"641","Canyon Blvd & 17th St",19979,40.017338,-105.272514,134
"642","Kipling St & W 39th Ave",20372,39.771592,-105.109532,39
"643","Western Ave & 55th St",22084,40.017795,-105.225892,22
"644","S Airport Blvd & Alameda Pl",22128,39.71177,-104.791019,60
"645","W Cross Dr & W Bowles Ave",22149,39.610256,-105.102677,30
"646","5900 Block Broadway",22314,39.804682,-104.987353,40
"647","Sable Blvd & 28th Ave",22343,39.755736,-104.819327,114
"648","S Santa Fe Dr & W Mineral Ave",22631,39.578588,-105.026434,43
"649","Old Wadsworth Blvd & W 53rd Ave",23933,39.794634,-105.081574,174
"650","W Colfax Ave & Colorado Mills Pkwy",24159,39.736965,-105.156633,98
"651","Exposition Ave & S Blackhawk St",25801,39.703785,-104.824044,81
"652","Morrison Rd & S Utica St",25870,39.702261,-105.04564,36
"653","Chenango Ave & S Himalaya St",25998,39.626452,-104.753265,38
"654","S Ceylon Way & Columbia Pl",26399,39.661309,-104.764651,111
"655","S Tower Rd & Iowa Dr",26402,39.687499,-104.77254,108
"656","Alpine St & E 5th Ave",26641,40.166622,-105.083005,20
"657","104th Ave & Landmark Dr",33277,39.885372,-104.78989,63
"658","Hover St & 18th Ave",34170,40.191588,-105.130784,24
"659","S Hover St & Ken Pratt Blvd",34191,40.140173,-105.130744,53
"660","Highlands Ranch Pkwy & Wildcat Reserve Pkwy",34276,39.535531,-105.017194,43
"661","Tower Rd & 28th Ave",34361,39.756446,-104.77205,60
"662","Orleans St & Maxwell Pl",34714,39.796497,-104.736722,246
"663","Central Park Blvd & Northfield Blvd",34977,39.784957,-104.883188,187
"664","Alameda Station Gate F",35012,39.708839,-104.9925,73
"665","Table Mesa Dr & Tantra Dr",16685,39.985937,-105.240079,162
"666","Littleton / Mineral Ave Station",25439,39.579865,-105.025202,288
"667","US 36 & Church Ranch Station Gate A",26566,39.887992,-105.073145,151
"668","Sheridan Station",33969,39.73495,-105.053108,96
"669","Garrison Station",33957,39.736524,-105.099125,272
"670","Lamar Station",33562,39.736683,-105.066872,284
"671","Denver Airport Station Gate 9",34653,39.847944,-104.673172,63
"672","Colfax Station",34682,39.74083,-104.826398,0
"673","Lone Tree City Center Station",35244,39.527669,-104.86294,0
"674","W 10th Ave & Gray St",10048,39.733052,-105.061044,37
"675","W 14th Ave & Irving St",10230,39.739044,-105.028152,266
"676","20th St & Bluff St",10364,40.02378,-105.271039,42
"677","19th St & Elder Ave",10368,40.030185,-105.272721,42
"678","W 32nd Ave & Julian St",10892,39.762189,-105.032615,40
"679","Bruce Randolph Ave & York St",10962,39.764546,-104.960068,76
"680","W 38th Ave & Pierce St",11038,39.7693,-105.071548,102
"681","W 38th Ave & Routt St",11043,39.769237,-105.127687,106
"682","W 38th Ave & Simmsct",11048,39.76909,-105.129601,106
"683","W 64th Ave & Quail St",11501,39.812826,-105.124069,20
"684","Broadway & Cragmore St",12504,39.833257,-104.987419,37
"685","Broadway & Larimer St",12548,39.75788,-104.987301,84
"686","Center Ave & 5th St",12685,39.720671,-105.119003,2
"687","W Colfax Ave & Oak St",12944,39.74007,-105.118426,216
"688","W Colfax Ave & Tennyson St",12990,39.740271,-105.043478,216
"689","S Colorado Blvd & Evans Ave",13110,39.678771,-104.940518,168
"690","Conifer Rd & Leona Dr",13162,39.843618,-104.991385,40
"691","Downing St & Arapahoe St",13382,39.764623,-104.973407,111
"692","S Downing St & Bayaud Ave",13393,39.714467,-104.973337,111
"693","Federal Blvd & W 94th Ave",13773,39.866803,-105.025235,57
"694","W Florida Ave & S Wadsworth Blvd",13953,39.689387,-105.080319,63
"695","Hampden Ave & S Florence St",14148,39.653149,-104.872639,163
"696","W Jewell Ave & S Cody St",14661,39.682269,-105.092196,73
"697","W Kentucky Ave & S Osceola St",14760,39.70031,-105.03739,66
"698","Lipan St & W 40th Ave",14993,39.771463,-105.001829,128
"699","S Main St & Delaware Ave",15166,40.154343,-105.102422,105
